now,published_at,price,house_type,size,living_size,price_m2,property_legal_document,rooms,toilets,furnishing_sell,width,length,floors,property_status,apartment_type,pty_characteristics,land_type,size_unit,direction,commercial_type,floornumber,block,balconydirection,unitnumber,apartment_feature,property_back_condition,street_id
2025-10-03T23:44:16.112367,Cập nhật 7 ngày trước,"3,8 tỷ",,51 m²,,"74,51 triệu/m²",Đã có sổ,,,,4 m,12.75 m,,,,Thổ cư toàn bộ,Đất thổ cư,m²,,,,,,,,,
2025-10-03T23:44:18.104459,Cập nhật 7 ngày trước,"7,8 tỷ","Nhà mặt phố, mặt tiền",47 m²,,"165,96 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,,,
2025-10-03T23:44:21.518838,Cập nhật 7 ngày trước,"7,85 tỷ","Nhà ngõ, hẻm",33 m²,36 m²,"237,88 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,3.5 m,,5.0,,,,,,Tây Nam,,,,,,,,
2025-10-03T23:44:23.090268,Cập nhật 2 ngày trước,"13,6 tỷ","Nhà ngõ, hẻm",35 m²,,"388,57 triệu/m²",Đã có sổ,4 phòng,5 phòng,,,,6.0,,,,,,,,,,,,,,
2025-10-03T23:44:23.236800,Cập nhật 7 ngày trước,"8,9 tỷ","Nhà ngõ, hẻm",43 m²,,"206,98 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,4 m,,4.0,,,,,,,,,,,,,,
2025-10-03T23:44:30.156114,Cập nhật 7 ngày trước,"3,99 tỷ","Nhà ngõ, hẻm",38 m²,,105 triệu/m²,Đã có sổ,4 phòng,3 phòng,Hoàn thiện cơ bản,3.4 m,11.1 m,4.0,,,Hẻm xe hơi,,,,,,,,,,,
2025-10-03T23:44:39.812841,Cập nhật 8 ngày trước,9 tỷ,"Nhà ngõ, hẻm",33 m²,160 m²,"272,73 triệu/m²",Đã có sổ,3 phòng,,,,,5.0,,,,,,,,,,,,,,
2025-10-03T23:44:43.802048,Cập nhật 8 ngày trước,"7,8 tỷ","Nhà ngõ, hẻm",35 m²,,"222,86 triệu/m²",Đã có sổ,5 phòng,,Nội thất đầy đủ,,,6.0,,,,,,,,,,,,,,
2025-10-03T23:44:45.185091,Cập nhật 7 ngày trước,"37,4 tỷ","Nhà mặt phố, mặt tiền",68 m²,,550 triệu/m²,Đã có sổ,4 phòng,4 phòng,,5 m,,5.0,,,,,,,,,,,,,,
2025-10-03T23:44:47.880135,Cập nhật 9 ngày trước,21 tỷ,Nhà biệt thự,204 m²,500 m²,"102,94 triệu/m²",Đã có sổ,6 phòng,3 phòng,Nội thất cao cấp,10 m,20 m,,,,,,,Bắc,,,,,,,,
2025-10-03T23:44:57.742233,Cập nhật 9 ngày trước,16 tỷ,,28 m²,,"571,43 triệu/m²",Đã có sổ,,,,,,,,,,,,,Mặt bằng kinh doanh,,,,,,,
2025-10-03T23:45:10.175383,Cập nhật 7 ngày trước,"2,3 tỷ",,45.5 m²,,"50,55 triệu/m²",Đã có sổ,,,,6 m,,,,,,Đất thổ cư,,,,,,,,,,
2025-10-03T23:45:08.827528,Cập nhật 9 ngày trước,"5,75 tỷ",,83 m²,,"69,28 triệu/m²",Sổ hồng riêng,2 phòng,2 phòng,,,,,Chưa bàn giao,Chung cư,,,,,,,,,,,,
2025-10-03T23:45:14.432898,Cập nhật 8 ngày trước,"4,65 tỷ","Nhà ngõ, hẻm",25 m²,,186 triệu/m²,Đã có sổ,2 phòng,,,,,2.0,,,,,,,,,,,,,,
2025-10-03T23:45:19.419722,Cập nhật 8 ngày trước,54 tỷ,"Nhà mặt phố, mặt tiền",130 m²,1200 m²,"415,38 triệu/m²",Đã có sổ,9 phòng,Nhiều hơn 6 phòng,Nội thất đầy đủ,9 m,,8.0,,,,,,,,,,,,,,
2025-10-03T23:45:30.696829,Cập nhật 2 ngày trước,6 tỷ,,400 m²,,15 triệu/m²,Đã có sổ,,,,,,,,,,Đất thổ cư,m²,,,,,,,,,
2025-10-03T23:45:30.594796,Cập nhật 9 ngày trước,"6,7 tỷ","Nhà ngõ, hẻm",37 m²,3 m²,"181,08 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,,,,,,Hẻm xe hơi,,,,,,,,,,,
2025-10-03T23:45:39.014652,Cập nhật 7 ngày trước,"4,95 tỷ",,70 m²,,"70,71 triệu/m²",Sổ hồng riêng,2 phòng,,,,,,Đã bàn giao,"Tập thể, cư xá",,,,,,,,,,,,
2025-10-03T23:45:43.740971,Cập nhật 8 ngày trước,"8,9 tỷ","Nhà ngõ, hẻm",47.5 m²,,"187,37 triệu/m²",Đã có sổ,5 phòng,,,,,6.0,,,,,,,,,,,,,,
2025-10-03T23:45:51.252992,Cập nhật 7 ngày trước,"7,65 tỷ","Nhà ngõ, hẻm",27 m²,,"283,33 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,,,5.0,,,,,,,,,,,,,,
2025-10-03T23:45:50.695490,Cập nhật 9 ngày trước,"12,6 tỷ",,100 m²,,126 triệu/m²,Đã có sổ,,,,5 m,,,,,"Mặt tiền
Nở hậu",Đất thổ cư,m²,Đông Nam,,,,,,,,
2025-10-03T23:46:04.376240,Cập nhật 8 ngày trước,"2,28 tỷ",,55 m²,,"41,45 triệu/m²",Hợp đồng mua bán,2 phòng,1 phòng,Nội thất đầy đủ,,,,Đã bàn giao,"Căn hộ dịch vụ, mini",,,,,,8.0,9,,,,,
2025-10-03T23:46:11.575610,Cập nhật 7 ngày trước,"26,8 tỷ","Nhà ngõ, hẻm",117 m²,117 m²,"229,06 triệu/m²",Đã có sổ,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Nội thất cao cấp,5.4 m,21.67 m,7.0,,,Hẻm xe hơi,,,,,,,,,,,
2025-10-03T23:46:14.433215,Cập nhật 8 ngày trước,"7,5 tỷ","Nhà ngõ, hẻm",40 m²,,"187,50 triệu/m²",Đã có sổ,5 phòng,,Nội thất đầy đủ,,,,,,,,,,,,,,,,,
2025-10-03T23:46:26.763175,Cập nhật 8 ngày trước,"31,3 tỷ","Nhà ngõ, hẻm",58 m²,65 m²,"539,66 triệu/m²",Đã có sổ,6 phòng,,Nội thất cao cấp,4.5 m,13 m,7.0,,,Nhà nở hậu,,,,,,,,,,,
2025-10-03T23:46:33.931201,Cập nhật 2 ngày trước,"7,5 tỷ","Nhà ngõ, hẻm",46 m²,80 m²,"163,04 triệu/m²",Đã có sổ,4 phòng,2 phòng,,,,,,,,,,,,,,,,,,
2025-10-03T23:46:33.975672,Cập nhật 7 ngày trước,"10,7 tỷ","Nhà ngõ, hẻm",40 m²,45 m²,"267,50 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,,,5.0,,,,,,,,,,,,,,
2025-10-03T23:46:36.993999,Cập nhật 7 ngày trước,7 tỷ,"Nhà ngõ, hẻm",32 m²,,"218,75 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất cao cấp,,,4.0,,,Hẻm xe hơi,,,,,,,,,,,
2025-10-03T23:46:38.029214,Cập nhật 9 ngày trước,"7,5 tỷ","Nhà ngõ, hẻm",32 m²,,"234,38 triệu/m²",Đã có sổ,4 phòng,3 phòng,Nội thất đầy đủ,3.2 m,10 m,4.0,,,Hẻm xe hơi,,,Đông Nam,,,,,,,,
2025-10-03T23:46:53.619484,Cập nhật 8 ngày trước,56 tỷ,,160 m²,,350 triệu/m²,Đã có sổ,,,,7.7 m,,,,,"Mặt tiền
Nở hậu",Đất thổ cư,m²,,,,,,,,,
2025-10-03T23:46:55.826842,Cập nhật 8 ngày trước,"5,4 tỷ",,39 m²,,"138,46 triệu/m²",Sổ hồng riêng,2 phòng,,,,,,Chưa bàn giao,Chung cư,,,,,,,,,,,,
2025-10-03T23:46:57.702136,Cập nhật 4 ngày trước,"10,88 tỷ","Nhà ngõ, hẻm",45 m²,45 m²,"241,78 triệu/m²",Đã có sổ,5 phòng,5 phòng,Nội thất cao cấp,5.5 m,9 m,,,,"Hẻm xe hơi
Nhà nở hậu",,,,,,02,,,,,
2025-10-03T23:46:59.636325,Cập nhật 8 ngày trước,"22,5 tỷ","Nhà ngõ, hẻm",70 m²,,"321,43 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,,,
2025-10-03T23:47:01.867990,Cập nhật 8 ngày trước,"17,88 tỷ","Nhà mặt phố, mặt tiền",41 m²,,"436,10 triệu/m²",Đã có sổ,6 phòng,4 phòng,Nội thất cao cấp,3.6 m,11 m,5.0,,,Hẻm xe hơi,,,,,,,,,,,
2025-10-03T23:47:17.206640,Cập nhật 9 ngày trước,"3,7 tỷ",,46 m²,,"80,43 triệu/m²",Đã có sổ,,,,3.9 m,12 m,,,,"Mặt tiền
Hẻm xe hơi
Thổ cư toàn bộ",Đất thổ cư,m²,Tây Bắc,,,,,,,,
2025-10-03T23:47:18.221318,Cập nhật 2 ngày trước,5 tỷ,"Nhà ngõ, hẻm",35 m²,35 m²,"142,86 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,4 m,,5.0,,,Nhà nở hậu,,,Đông Nam,,,,,,,,
2025-10-03T23:47:19.703299,Cập nhật 8 ngày trước,"6,25 tỷ","Nhà ngõ, hẻm",38.1 m²,,"164,04 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,,
2025-10-03T23:47:21.763579,Cập nhật 8 ngày trước,17 tỷ,"Nhà ngõ, hẻm",102 m²,102 m²,"166,67 triệu/m²",Đã có sổ,2 phòng,2 phòng,Bàn giao thô,6.7 m,,1.0,,,Hẻm xe hơi,,,,,,,,,,,
2025-10-03T23:47:25.814575,Cập nhật 5 giờ trước,"7,1 tỷ","Nhà ngõ, hẻm",33 m²,33 m²,"215,15 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,5.4 m,5.3 m,5.0,,,Nhà nở hậu,,,Đông Nam,,,,,,,,
2025-10-03T23:47:33.395677,Cập nhật 8 ngày trước,"7,298 tỷ","Nhà ngõ, hẻm",40 m²,40 m²,"182,45 triệu/m²",Đã có sổ,2 phòng,,,8 m,,,,,Hẻm xe hơi,,,,,,,,,,,
2025-10-03T23:47:43.307153,Cập nhật 7 ngày trước,"1,79 tỷ",,40 m²,,"44,75 triệu/m²",Đang chờ sổ,2 phòng,,,,,,Đã bàn giao,"Tập thể, cư xá",,,,,,,,,,,,
2025-10-03T23:47:45.296444,Cập nhật 9 ngày trước,"5,35 tỷ","Nhà mặt phố, mặt tiền",33 m²,,"162,12 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,,
2025-10-03T23:47:50.457538,Cập nhật 7 ngày trước,"7,72 tỷ","Nhà ngõ, hẻm",41 m²,,"188,29 triệu/m²",Đã có sổ,6 phòng,5 phòng,,,,5.0,,,,,,,,,,,,,,
2025-10-03T23:47:55.263018,Cập nhật 9 ngày trước,12 tỷ,,1470 m²,,"8,16 triệu/m²",Đã có sổ,,,,,,,,,Thổ cư 1 phần,Đất thổ cư,,,,,,,,,,
2025-10-03T23:47:55.550528,Cập nhật 8 ngày trước,"7,35 tỷ","Nhà ngõ, hẻm",37 m²,,"198,65 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,,,
2025-10-03T23:48:01.600133,Cập nhật 9 ngày trước,"57,9 tỷ","Nhà mặt phố, mặt tiền",200 m²,,"289,50 triệu/m²",Đã có sổ,8 phòng,,,9 m,,8.0,,,"Hẻm xe hơi
Nhà nở hậu",,,,,,,,,,,
2025-10-03T23:48:05.498622,Cập nhật 7 ngày trước,"8,5 tỷ","Nhà ngõ, hẻm",48 m²,48 m²,"177,08 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,4 m,,5.0,,,,,,,,,,,,,,
2025-10-03T23:48:10.024787,Cập nhật 4 ngày trước,"7,7 tỷ","Nhà ngõ, hẻm",40 m²,36 m²,"192,50 triệu/m²",Đã có sổ,4 phòng,3 phòng,Hoàn thiện cơ bản,,,4.0,,,Nhà nở hậu,,,,,,,,,,,
2025-10-03T23:48:14.545166,Cập nhật 8 ngày trước,12 tỷ,"Nhà ngõ, hẻm",60.8 m²,60.8 m²,"197,37 triệu/m²",Đã có sổ,3 phòng,,,3.7 m,,,,,,,,Bắc,,,,,,,,
2025-10-03T23:48:17.928175,Cập nhật 8 ngày trước,"7,5 tỷ","Nhà mặt phố, mặt tiền",46 m²,,"163,04 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,,,
2025-10-03T23:48:25.754712,Cập nhật 8 ngày trước,"38,25 tỷ",Nhà biệt thự,100 m²,,"382,50 triệu/m²",Đã có sổ,5 phòng,4 phòng,,10 m,,,,,"Hẻm xe hơi
Nhà nở hậu",,,,,,,,,,,
2025-10-03T23:48:29.306472,Cập nhật 16 giờ trước,"6,35 tỷ","Nhà ngõ, hẻm",25 m²,25 m²,254 triệu/m²,Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,3.2 m,,5.0,,,,,,Tây Bắc,,,,,,,,
2025-10-03T23:48:36.196567,Cập nhật 1 ngày trước,"4,88 tỷ","Nhà ngõ, hẻm",23 m²,18 m²,"212,17 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất đầy đủ,,,5.0,,,,,,,,,,,,,,
2025-10-03T23:48:41.445214,Cập nhật 10 giờ trước,"5,45 tỷ","Nhà ngõ, hẻm",30 m²,30 m²,"181,67 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,4.5 m,7 m,5.0,,,Hẻm xe hơi,,,,,,,,,,,
2025-10-03T23:48:50.111361,Cập nhật 7 ngày trước,"10,5 tỷ","Nhà ngõ, hẻm",62 m²,,"169,35 triệu/m²",Đã có sổ,4 phòng,2 phòng,Nội thất đầy đủ,,,4.0,,,,,,,,,,,,,,
2025-10-03T23:48:51.823980,Cập nhật 7 ngày trước,10 tỷ,"Nhà ngõ, hẻm",38 m²,38 m²,"263,16 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất cao cấp,,,6.0,,,Hiện trạng khác,,,,,,,,,,,
2025-10-03T23:48:53.568450,Cập nhật 9 ngày trước,"18,4 tỷ",,145 m²,,"126,90 triệu/m²",Đang chờ sổ,3 phòng,3 phòng,Hoàn thiện cơ bản,,,,Đã bàn giao,Chung cư,,,,Bắc,,12.0,06,Nam,,,,
2025-10-03T23:49:04.202417,Cập nhật 9 ngày trước,"14,5 tỷ","Nhà mặt phố, mặt tiền",52.76 m²,52.76 m²,"274,83 triệu/m²",Đã có sổ,6 phòng,4 phòng,,4.5 m,11.72 m,5.0,,,Hẻm xe hơi,,,,,,,,,,,
2025-10-03T23:49:06.131274,Cập nhật 9 ngày trước,"13,8 tỷ","Nhà ngõ, hẻm",76 m²,76 m²,"181,58 triệu/m²",Đã có sổ,4 phòng,,,,,3.0,,,,,,,,,,,,,,
2025-10-03T23:49:04.104963,Cập nhật 6 ngày trước,"13,6 tỷ","Nhà ngõ, hẻm",63 m²,,"215,87 triệu/m²",Đã có sổ,6 phòng,1 phòng,Hoàn thiện cơ bản,5.3 m,,3.0,,,"Nhà nở hậu
Hẻm xe hơi",,,,,,,,,,,
2025-10-03T23:49:07.457871,Cập nhật 8 ngày trước,"62,8 tỷ",Nhà biệt thự,194 m²,194 m²,"323,71 triệu/m²",Đã có sổ,5 phòng,6 phòng,Nội thất cao cấp,,,4.0,,,,,,,,,,,,,,
2025-10-03T23:49:11.881319,Cập nhật 8 ngày trước,"8,39 tỷ","Nhà ngõ, hẻm",35 m²,35 m²,"239,71 triệu/m²",Đã có sổ,3 phòng,4 phòng,,3.5 m,103 m,6.0,,,"Hẻm xe hơi
Nhà nở hậu",,,Đông,,,,,,,,
2025-10-03T23:49:18.485902,Cập nhật 8 ngày trước,7 tỷ,"Nhà ngõ, hẻm",30 m²,,"233,33 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất cao cấp,3 m,,5.0,,,Nhà nở hậu,,,,,,,,,,,
2025-10-03T23:49:18.591190,Cập nhật 7 ngày trước,5 tỷ,"Nhà ngõ, hẻm",36 m²,36 m²,"138,89 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất cao cấp,6 m,6 m,5.0,,,Hẻm xe hơi,,,,,,,,,,,
2025-10-03T23:49:41.778277,Cập nhật 7 ngày trước,"7,5 tỷ","Nhà ngõ, hẻm",43 m²,,"174,42 triệu/m²",Đã có sổ,3 phòng,,,,,4.0,,,,,,,,,,,,,,
2025-10-03T23:49:46.528396,Cập nhật 8 ngày trước,"13,5 tỷ","Nhà ngõ, hẻm",65 m²,,"207,69 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,,,
2025-10-03T23:49:47.340800,Cập nhật 9 ngày trước,"4,5 tỷ",,70 m²,,"64,29 triệu/m²",Đã có sổ,,,,,,,,,,Đất thổ cư,m²,,,,,,,,,
2025-10-03T23:49:48.019721,Cập nhật 3 ngày trước,55 tỷ,"Nhà ngõ, hẻm",402 m²,450 m²,"136,82 triệu/m²",Đã có sổ,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Nội thất đầy đủ,9 m,,2.0,,,Hẻm xe hơi Nhà nở hậu,,,,,,,,,,,
2025-10-03T23:49:49.252745,Cập nhật 8 ngày trước,750 triệu,,52 m²,,"14,42 triệu/m²",Sổ hồng riêng,2 phòng,1 phòng,,,,,Đã bàn giao,"Căn hộ dịch vụ, mini",,,,,,,,Đông Nam,,,,
2025-10-03T23:49:54.524846,Cập nhật 9 ngày trước,"7,5 tỷ","Nhà ngõ, hẻm",31 m²,,"241,94 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,,
2025-10-03T23:49:54.976066,Cập nhật 8 ngày trước,"1,9 tỷ",,41 m²,,"46,34 triệu/m²",Đã có sổ,,,,8 m,5 m,,,,,Đất thổ cư,m²,,,,,,,,,
2025-10-03T23:50:02.102662,Cập nhật 8 ngày trước,"3,9 tỷ","Nhà ngõ, hẻm",18 m²,18 m²,"216,67 triệu/m²",Đã có sổ,2 phòng,3 phòng,Nội thất đầy đủ,3 m,6 m,3.0,,,Hiện trạng khác,,,,,,,,,,,
2025-10-03T23:50:02.304870,Cập nhật 3 ngày trước,"11,5 tỷ","Nhà ngõ, hẻm",37 m²,230 m²,"310,81 triệu/m²",Đã có sổ,4 phòng,5 phòng,,4 m,,6.0,,,Hẻm xe hơi,,,,,,,,,,,
2025-10-03T23:50:09.720008,Cập nhật 6 ngày trước,"13,9 tỷ",,46 m²,,"302,17 triệu/m²",Sổ hồng riêng,9 phòng,Nhiều hơn 6 phòng,Nội thất cao cấp,,,,Chưa bàn giao,"Căn hộ dịch vụ, mini",,,,,,,,,,,,
2025-10-03T23:50:13.984462,Cập nhật 9 ngày trước,"10,2 tỷ",,44 m²,,"231,82 triệu/m²",Đã có sổ,,,,4 m,11 m,,,,Mặt tiền Hẻm xe hơi,Đất thổ cư,m²,,,,,,,,,
2025-10-03T23:50:14.787725,Cập nhật 9 ngày trước,"15,2 tỷ",Nhà phố liền kề,50 m²,,304 triệu/m²,Đã có sổ,6 phòng,,,,,7.0,,,,,,,,,,,,,,
2025-10-03T23:50:14.956900,Cập nhật 7 ngày trước,"28,8 tỷ","Nhà mặt phố, mặt tiền",90 m²,90 m²,320 triệu/m²,Đã có sổ,6 phòng,6 phòng,Nội thất cao cấp,,,5.0,,,,,,,,,,,,,,
2025-10-03T23:50:27.907389,Cập nhật 8 ngày trước,"8,3 tỷ","Nhà ngõ, hẻm",46 m²,,"180,43 triệu/m²",Đã có sổ,7 phòng,4 phòng,Nội thất đầy đủ,,,5.0,,,,,,,,,,,,,,
2025-10-03T23:50:29.243450,Cập nhật 2 ngày trước,"6,9 tỷ","Nhà ngõ, hẻm",42 m²,42 m²,"164,29 triệu/m²",Đã có sổ,4 phòng,3 phòng,Nội thất đầy đủ,5 m,8 m,4.0,,,Nhà nở hậu,,,,,,,,,,,
2025-10-03T23:50:39.827685,Cập nhật 8 ngày trước,"6,58 tỷ","Nhà ngõ, hẻm",24 m²,,"274,17 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,,,
2025-10-03T23:50:40.492401,Cập nhật 7 ngày trước,"21,5 tỷ",Nhà biệt thự,120 m²,,"179,17 triệu/m²",Đã có sổ,4 phòng,,,6 m,,,,,Hẻm xe hơi,,,,,,,,,,,
2025-10-03T23:50:47.714027,Cập nhật 8 ngày trước,"8,55 tỷ","Nhà ngõ, hẻm",35 m²,35 m²,"244,29 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất cao cấp,,,5.0,,,,,,,,,,,,,,
2025-10-03T23:50:50.863252,Cập nhật 6 ngày trước,"8,85 tỷ","Nhà ngõ, hẻm",34 m²,34 m²,"260,29 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,,,,,,,,,,,,,,,,,
2025-10-03T23:50:55.176019,Cập nhật 8 ngày trước,"5,28 tỷ","Nhà ngõ, hẻm",25 m²,25 m²,"211,20 triệu/m²",Đã có sổ,3 phòng,,Nội thất cao cấp,4.5 m,6 m,5.0,,,Hiện trạng khác Nhà nở hậu,,,,,,,,,,,
2025-10-03T23:51:03.223466,Cập nhật 8 ngày trước,"11,5 tỷ","Nhà ngõ, hẻm",50 m²,50 m²,230 triệu/m²,Đã có sổ,4 phòng,3 phòng,Nội thất đầy đủ,6.3 m,9 m,3.0,,,Hẻm xe hơi Nhà nở hậu,,,,,,,,,,,
2025-10-03T23:51:06.150829,Cập nhật 8 ngày trước,"4,4 tỷ",,40 m²,,110 triệu/m²,Đã có sổ,,,,4 m,10 m,,,,,Đất thổ cư,m²,Tây Nam,,,,,,,,
2025-10-03T23:51:06.817138,Cập nhật 9 ngày trước,47 tỷ,"Nhà mặt phố, mặt tiền",44 m²,140 m²,"1,07 tỷ/m²",Đã có sổ,8 phòng,5 phòng,,5.8 m,,3.0,,,,,,,,,,,,,,
2025-10-03T23:51:14.948652,Cập nhật 7 ngày trước,"11,35 tỷ","Nhà ngõ, hẻm",50 m²,200 m²,227 triệu/m²,Đã có sổ,6 phòng,4 phòng,,4 m,12.5 m,,,,,,,,,,,,,,,
2025-10-03T23:51:16.560830,Cập nhật 7 ngày trước,"5,28 tỷ",,63.7 m²,,"82,89 triệu/m²",Đã có sổ,,,,4.5 m,,,,,Mặt tiền Thổ cư toàn bộ,Đất thổ cư,m²,,,,,,,,,
2025-10-03T23:51:22.929881,Cập nhật 7 ngày trước,"8,9 tỷ","Nhà ngõ, hẻm",36 m²,36 m²,"247,22 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,,,5.0,,,Nhà nở hậu,,,,,,,,,,,
2025-10-03T23:51:32.002055,Cập nhật 8 ngày trước,"10,9 tỷ","Nhà ngõ, hẻm",37 m²,,"294,59 triệu/m²",Đã có sổ,9 phòng,Nhiều hơn 6 phòng,Nội thất cao cấp,,,6.0,,,,,,,,,,,,,,
2025-10-03T23:51:41.114035,Cập nhật 8 ngày trước,"4,69 tỷ",,70 m²,,67 triệu/m²,Đã có sổ,,,,4 m,16 m,,,,Mặt tiền Hẻm xe hơi Nở hậu Thổ cư toàn bộ,Đất thổ cư,,Đông Bắc,,,,,,,,
2025-10-03T23:51:42.447452,Cập nhật 13 giờ trước,"9,5 tỷ","Nhà ngõ, hẻm",51 m²,51 m²,"186,27 triệu/m²",Đã có sổ,1 phòng,,,,,,,,Nhà nở hậu Nhà nát,,,,,,,,,,,
2025-10-03T23:51:47.047782,Cập nhật 8 ngày trước,"4,4 tỷ",,55 m²,,80 triệu/m²,Đã có sổ,,,,4.45 m,12.4 m,,,,Hẻm xe hơi Nở hậu,Đất thổ cư,m²,Tây Nam,,,,,,,,
2025-10-03T23:51:50.122615,Cập nhật 7 ngày trước,"8,05 tỷ","Nhà ngõ, hẻm",41 m²,,"196,34 triệu/m²",Đã có sổ,4 phòng,4 phòng,,,,,,,,,,,,,,,,,,
